_normalized_mun_cod_ibge,_normalized_mun_slug,_quadrienio,vlr_investimento_sum,vlr_repasse_financiamento_sum,vlr_contrapartida_sum
2203750,fartura-do-piaui-pi,,146000,140000,6000
2203800,flores-do-piaui-pi,2018-2021,229757.14,222857.14,6900
2203859,floresta-do-piaui-pi,2018-2021,229757.14,222857.14,6900
2203909,floriano-pi,2018-2021,17790350.59,17007790.32,782560.27
2204154,francisco-macedo-pi,2018-2021,290000,287306,2694
2204204,francisco-santos-pi,2018-2021,1541535.12,1534524,7011.12
2203750,fartura-do-piaui-pi,2014-2017,246097,245850,247
2203800,flores-do-piaui-pi,,903080.13,873500,29580.13
2203859,floresta-do-piaui-pi,,1257842,1241555,16287
2203909,floriano-pi,,7468007.27,6729350,738657.2699999999
2204006,francinopolis-pi,2018-2021,4872507.17,4645360.850000001,227146.32
2204105,francisco-ayres-pi,2018-2021,239050,238750,300
2204352,geminiano-pi,2018-2021,461452.38,460952.38,500
2204402,gilbues-pi,2018-2021,434000,432655,1345
2204709,inhuma-pi,2018-2021,503533.33,493333.33,10200
1720978,talisma-to,2014-2017,1843708.48,1726550,117158.48
2203909,floriano-pi,2014-2017,5000000,4943600,56400
2204006,francinopolis-pi,,2498364,2483414,14950
2205003,itainopolis-pi,2018-2021,226200,222857.14,3342.86
2204006,francinopolis-pi,2014-2017,245850,245850,0
2204105,francisco-ayres-pi,,147507,142500,5007
2204105,francisco-ayres-pi,2014-2017,350000,344750,5250
2204154,francisco-macedo-pi,,1414875.88,1406269,8606.880000000001
2204204,francisco-santos-pi,,795148,780244,14904
2204303,fronteiras-pi,,457962,446950,11012
2204303,fronteiras-pi,2014-2017,1018309.83,1003035.1799999999,15274.65
2204352,geminiano-pi,,1418393.15,1349056.32,69336.83
2204352,geminiano-pi,2014-2017,251188.36,247420.53,3767.83
2204402,gilbues-pi,,3746711.9099999997,3650210.0700000003,96501.84
2204501,guadalupe-pi,,1112604,1061104,51500
2204501,guadalupe-pi,2014-2017,2289893.92,2280223,9670.92
2204550,guaribas-pi,,680919.84,665375,15544.84
2204600,hugo-napoleao-pi,,1037171.29,996150,41021.29
2204600,hugo-napoleao-pi,2018-2021,478000,477500,500
2204659,ilha-grande-pi,,4010270.14,3752500.8,257769.34
2204659,ilha-grande-pi,2018-2021,463599,460952.38,2646.62
2204659,ilha-grande-pi,2014-2017,870000,837850,32150
2204709,inhuma-pi,,2962541.2800000003,2916522,46019.28
2204808,ipiranga-do-piaui-pi,,1799692.12,1756450,43242.119999999995
2204808,ipiranga-do-piaui-pi,2014-2017,500700,493100,7600
2204907,isaias-coelho-pi,,1161000,1160016.9,983.1
2204907,isaias-coelho-pi,2014-2017,250000,245850,4150
2205003,itainopolis-pi,,2437034.18,2426256,10778.18
2205102,itaueira-pi,,1729375.25,1678769,50606.25
2205102,itaueira-pi,2014-2017,505100,493100,12000
2205151,jacobina-do-piaui-pi,,5304180.48,5248280.25,55900.229999999996
2205151,jacobina-do-piaui-pi,2014-2017,249580.94,245850,3730.94
2205201,jaicos-pi,,1408745.9100000001,1369202,39543.91
2205201,jaicos-pi,2018-2021,229757.14,222857.14,6900
2205250,jardim-do-mulato-pi,,1854000.17,1846645.32,7354.85
2205250,jardim-do-mulato-pi,2018-2021,745954,745154,800
2205250,jardim-do-mulato-pi,2014-2017,299796.95,295300,4496.95
2205276,jatoba-do-piaui-pi,,1487183.98,1440006.25,47177.729999999996
2205409,joaquim-pires-pi,2018-2021,226199.99000000002,222857.14,3342.85
2205276,jatoba-do-piaui-pi,2014-2017,601015.23,592000,9015.23
2205300,jerumenha-pi,,1056394.79,1036700,19694.79
2205359,joao-costa-pi,,2784513.37,2761407,23106.37
2205359,joao-costa-pi,2018-2021,467852.38,460952.38,6900
2205532,jurema-pi,2018-2021,457214.28,445714.28,11500
2205540,lagoinha-do-piaui-pi,2018-2021,239856,238856,1000
2205599,lagoa-do-sitio-pi,2018-2021,290000,287306,2694
2205359,joao-costa-pi,2014-2017,246450,245850,600
2205409,joaquim-pires-pi,,1539912.05,1484756,55156.049999999996
2205458,joca-marques-pi,,1651260.14,1588100,63160.14
2205581,lagoa-do-piaui-pi,2018-2021,226200,222857.14,3342.86
2205458,joca-marques-pi,2014-2017,500609.14,493100,7509.14
2205508,jose-de-freitas-pi,,4318207.109999999,3936747,381460.11
2205508,jose-de-freitas-pi,2018-2021,11709040,11592140,116900
2205508,jose-de-freitas-pi,2014-2017,1798434.03,1777400,21034.03
2205516,juazeiro-do-piaui-pi,,1115712.57,1071133,44579.57
2205524,julio-borges-pi,,1571475,1532519,38956
2205532,jurema-pi,,785720,773604,12116
2205540,lagoinha-do-piaui-pi,,844108,786500,57608
2205557,lagoa-alegre-pi,,320881.03,306950,13931.029999999999
2205557,lagoa-alegre-pi,2014-2017,250000,245850,4150
2205565,lagoa-do-barro-do-piaui-pi,,2251525.41,2174774,76751.41
2205565,lagoa-do-barro-do-piaui-pi,2018-2021,227457.14,222857.14,4600
2205573,lagoa-de-sao-francisco-pi,,1097071.32,1071104,25967.32
2205581,lagoa-do-piaui-pi,,1680509.32,1652770.32,27739
2205607,landri-sales-pi,2018-2021,3229757.14,3071857.14,157900
2206001,marcos-parente-pi,2018-2021,290797.5,286500,4297.5
2205581,lagoa-do-piaui-pi,2014-2017,253454,245850,7604
2205599,lagoa-do-sitio-pi,,775430.72,736550,38880.72
2205607,landri-sales-pi,,2515965.4699999997,2458550.08,57415.39
2205607,landri-sales-pi,2014-2017,500609.14,493100,7509.14
2205706,luis-correia-pi,,4596219.93,4390325,205894.93
2205706,luis-correia-pi,2018-2021,290000,286500,3500
2205706,luis-correia-pi,2014-2017,749593.91,738950,10643.91
2205805,luzilandia-pi,,413451,380000,33451
2205854,madeiro-pi,,1546390.1900000002,1473700,72690.19
2205854,madeiro-pi,2014-2017,550000,541150,8850
2205904,manoel-emidio-pi,,795821.1,766400,29421.1
2205904,manoel-emidio-pi,2014-2017,253225.5,245850,7375.5
2205953,marcolandia-pi,,458149.44,447500,10649.439999999999
2206001,marcos-parente-pi,,2956968.5,2937161,19807.5
2206050,massape-do-piaui-pi,,5064713.14,4852204,212509.14
2206050,massape-do-piaui-pi,2018-2021,475252.38,460952.38,14300
2206050,massape-do-piaui-pi,2014-2017,592565.48,583677,8888.48
2206100,matias-olimpio-pi,,2378810.3200000003,2337606.3200000003,41204
2206100,matias-olimpio-pi,2018-2021,276476.19,270476.19,6000
2206209,miguel-alves-pi,,4285048.72,4041350,243698.71999999997
2206209,miguel-alves-pi,2014-2017,624695.4299999999,615325,9370.43
2206308,miguel-leao-pi,,434841.79000000004,392356.32,42485.47
2206357,milton-brandao-pi,,2415020,2360119,54901
2206357,milton-brandao-pi,2018-2021,530000,526162,3838
2206407,monsenhor-gil-pi,,2260850.95,2134940,125910.95
2206407,monsenhor-gil-pi,2018-2021,467866.66000000003,460952.38,6914.28
2206506,monsenhor-hipolito-pi,2018-2021,2269799.4800000004,2191709.5300000003,78089.95
2206407,monsenhor-gil-pi,2014-2017,810160.8500000001,798061.54,12099.31
2206506,monsenhor-hipolito-pi,,917608.66,894806.3200000001,22802.34
2206605,monte-alegre-do-piaui-pi,,613225,570000,43225
2206605,monte-alegre-do-piaui-pi,2018-2021,226199.99000000002,222857.14,3342.85
2206605,monte-alegre-do-piaui-pi,2014-2017,250000,245850,4150
2206654,morro-cabeca-no-tempo-pi,,268015.46,265000,3015.46
2206670,morro-do-chapeu-do-piaui-pi,,2227072.18,2110800,116272.18000000001
2206670,morro-do-chapeu-do-piaui-pi,2018-2021,227457.14,222857.14,4600
2207900,pedro-ii-pi,2018-2021,5089310.380000001,5014098.9,75211.48
2206670,morro-do-chapeu-do-piaui-pi,2014-2017,599593.9,590600,8993.9
2206696,murici-dos-portelas-pi,,782205.15,740810,41395.149999999994
2206704,nazare-do-piaui-pi,,1986527.56,1930756.32,55771.240000000005
2206720,nazaria-pi,2018-2021,580000,578003,1997
2206753,nossa-senhora-de-nazare-pi,,390292.52,360000,30292.52
2206803,nossa-senhora-dos-remedios-pi,,2328696.25,2273506.25,55190
2206902,novo-oriente-do-piaui-pi,,1410527.79,1368906,41621.78999999999
2206951,novo-santo-antonio-pi,2018-2021,5458722.0600000005,5249065,209657.06
2207009,oeiras-pi,2018-2021,18368740.66,17661940.66,706800
2207777,patos-do-piaui-pi,2018-2021,472313.14,461713.14,10600
2207793,pau-d-arco-do-piaui-pi,2018-2021,467866.66000000003,460952.38,6914.28
2206902,novo-oriente-do-piaui-pi,2014-2017,1904873.1,1876300,28573.1
2206951,novo-santo-antonio-pi,,2796002.9699999997,2710326.3200000003,85676.65
2206951,novo-santo-antonio-pi,2014-2017,1145396.95,1133150,12246.95
2207009,oeiras-pi,,5243810.31,5058800,185010.31
2207009,oeiras-pi,2014-2017,3206681.8,3164700,41981.8
2207108,olho-d-agua-do-piaui-pi,,577733.16,562100,15633.16
2207108,olho-d-agua-do-piaui-pi,2014-2017,1866828,1824050,42778
2207207,padre-marcos-pi,,1168976.11,1141455.4,27520.710000000003
2207306,paes-landim-pi,,1418070,1407504,10566
2207355,pajeu-do-piaui-pi,,1494675.42,1459875.32,34800.1
2207405,palmeira-do-piaui-pi,,677054.38,625856.3200000001,51198.06
2207405,palmeira-do-piaui-pi,2018-2021,515000,510163.14,4836.860000000001
2207504,palmeirais-pi,,2381176.42,2214622.57,166553.85
2207553,paqueta-pi,,912505.64,865000,47505.64
2207553,paqueta-pi,2018-2021,226251.64,222857.14,3394.5
2207603,parnagua-pi,,13370494.35,11519125.25,1851369.1
2207702,parnaiba-pi,,12797742.28,11615897.309999999,1181844.97
2207702,parnaiba-pi,2018-2021,16507591.23,15751914.8,755676.43
2207702,parnaiba-pi,2014-2017,7886600,7806834,79766
2207751,passagem-franca-do-piaui-pi,,454262.5,443900,10362.5
2207777,patos-do-piaui-pi,,1110665.3900000001,1074090,36575.39
2207777,patos-do-piaui-pi,2014-2017,750710.87,738950,11760.869999999999
2207793,pau-d-arco-do-piaui-pi,,1379403.68,1327800,51603.68
2207801,paulistana-pi,2018-2021,5226191.78,4967848.92,258342.86
2207801,paulistana-pi,,844080,815125,28955
2207850,pavussu-pi,,2972340.35,2922977.3200000003,49363.03
2207900,pedro-ii-pi,,2661134.65,2514506.3200000003,146628.33000000002
2207900,pedro-ii-pi,2014-2017,2331498,2271900,59598
2207934,pedro-laurentino-pi,,1431217,1394060,37157
2207959,nova-santa-rita-pi,,742170.35,685981.3200000001,56189.03
2207959,nova-santa-rita-pi,2018-2021,226257.14,222857.14,3400
2208007,picos-pi,,3927880.8899999997,3751500,176380.88999999998
2208007,picos-pi,2018-2021,401159.49,400000,1159.49
2208106,pimenteiras-pi,2018-2021,706761.14,703961.14,2800
2208205,pio-ix-pi,2018-2021,1083373.59,1067230.73,16142.86
2208601,prata-do-piaui-pi,2018-2021,558000,556976.19,1023.81
2208007,picos-pi,2014-2017,1002639.59,987600,15039.59
2208106,pimenteiras-pi,,1304213.18,1124644,179569.18
2208106,pimenteiras-pi,2014-2017,748061.85,738950,9111.85
2208205,pio-ix-pi,,1901604,1864819,36785
2208403,piripiri-pi,2018-2021,15224564.15,14594890.5,629673.65
2208858,riacho-frio-pi,2018-2021,949470.66,942056.38,7414.28
2208205,pio-ix-pi,2014-2017,898049.95,885900,12149.95
2208304,piracuruca-pi,,5463852.2,5237945,225907.2
2208551,porto-alegre-do-piaui-pi,2018-2021,1455117.9100000001,1419556.38,35561.53
2208304,piracuruca-pi,2014-2017,460446.7,453540,6906.7
2208403,piripiri-pi,,9323346.860000001,8463389.25,859957.61
2208650,queimada-nova-pi,2018-2021,3000000,2845000,155000
2209104,santa-cruz-do-piaui-pi,2018-2021,863457.14,862128.5700000001,1328.5700000000002
2209153,santa-cruz-dos-milagres-pi,2018-2021,925555.55,911877.39,13678.16
2209377,santa-rosa-do-piaui-pi,2018-2021,287000,286500,500
2208403,piripiri-pi,2014-2017,3007723.1799999997,2962800,44923.18
2208502,porto-pi,,4113485.33,3975080.3499999996,138404.97999999998
2208551,porto-alegre-do-piaui-pi,,2771073.7199999997,2725223,45850.72
2208551,porto-alegre-do-piaui-pi,2014-2017,2256879.7800000003,2230483.08,26396.7
2208601,prata-do-piaui-pi,,577184.24,573200,3984.24
2208650,queimada-nova-pi,,513610,503500,10110
2208700,redencao-do-gurgueia-pi,,2545186.4,2502141.76,43044.64
2208700,redencao-do-gurgueia-pi,2018-2021,289000,287306,1694
2208908,ribeiro-goncalves-pi,2018-2021,802580.95,790993.0900000001,11587.86
2208700,redencao-do-gurgueia-pi,2014-2017,744100,738950,5150
2208809,regeneracao-pi,,5616336.52,5523828,92508.51999999999
2209401,santo-antonio-de-lisboa-pi,2018-2021,1374249.77,1372829.77,1420
2208809,regeneracao-pi,2014-2017,1313989.25,1300404.17,13585.08
2208858,riacho-frio-pi,,1401509,1382519,18990
2208874,ribeira-do-piaui-pi,,893976,880410,13566
2208908,ribeiro-goncalves-pi,,2054303.64,1949298.83,105004.81
2209005,rio-grande-do-piaui-pi,,1115810.55,1034756.3200000001,81054.23
2209005,rio-grande-do-piaui-pi,2018-2021,242450,238750,3700
2209005,rio-grande-do-piaui-pi,2014-2017,299796.95,295300,4496.95
2209104,santa-cruz-do-piaui-pi,,208354.38,195000,13354.380000000001
2209153,santa-cruz-dos-milagres-pi,,1990371.71,1930869,59502.71
2209203,santa-filomena-pi,,526423.16,498900,27523.16
2209203,santa-filomena-pi,2014-2017,250000,245850,4150
2209302,santa-luz-pi,,431547.21,422450,9097.21
2209302,santa-luz-pi,2018-2021,475252.38,460952.38,14300
2209302,santa-luz-pi,2014-2017,249593.91,245850,3743.91
2209351,santana-do-piaui-pi,,1098920.52,1053156,45764.520000000004
2209377,santa-rosa-do-piaui-pi,,1357203.01,1346985.37,10217.640000000001
2209401,santo-antonio-de-lisboa-pi,,873693.73,796106.3200000001,77587.41
2209450,santo-antonio-dos-milagres-pi,2018-2021,242556,238856,3700
2209401,santo-antonio-de-lisboa-pi,2014-2017,411719.32,405634.82,6084.5
2209450,santo-antonio-dos-milagres-pi,,1545544.24,1524627,20917.239999999998
2209450,santo-antonio-dos-milagres-pi,2014-2017,259634.52,255740,3894.52
2209500,santo-inacio-do-piaui-pi,,533317,519450,13867
2209500,santo-inacio-do-piaui-pi,2018-2021,229757.14,222857.14,6900
2209559,sao-braz-do-piaui-pi,,305476.08999999997,296400,9076.09
2209609,sao-felix-do-piaui-pi,,4346962.0200000005,4201361.25,145600.77000000002
2209708,sao-francisco-do-piaui-pi,2018-2021,468052.38,460952.38,7100
2209609,sao-felix-do-piaui-pi,2014-2017,500000,493100,6900
2209658,sao-francisco-de-assis-do-piaui-pi,,1098862.77,1066981.25,31881.52
2209708,sao-francisco-do-piaui-pi,,2272551.7800000003,2253325.25,19226.53
2209856,sao-joao-da-canabrava-pi,2018-2021,748776.19,747976.19,800
2209955,sao-joao-da-varjota-pi,2018-2021,935733.3300000001,921904.76,13828.57
2209971,sao-joao-do-arraial-pi,2018-2021,6077457.14,5952857.14,124600
2210375,sao-luis-do-piaui-pi,2018-2021,956000,955000,1000
2209708,sao-francisco-do-piaui-pi,2014-2017,500609.14,493100,7509.14
2209757,sao-goncalo-do-gurgueia-pi,,80800,80000,800
2209757,sao-goncalo-do-gurgueia-pi,2018-2021,530000,526162,3838
2210102,sao-jose-do-peixe-pi,2018-2021,488504,481104,7400
2209757,sao-goncalo-do-gurgueia-pi,2014-2017,544634.44,536501.7,8132.74
2209807,sao-goncalo-do-piaui-pi,,3904894.0599999996,3811668.75,93225.31
2209807,sao-goncalo-do-piaui-pi,2014-2017,256300,255740,560
2209856,sao-joao-da-canabrava-pi,,1219631.78,1120156.32,99475.46
2209872,sao-joao-da-fronteira-pi,,994357.06,927600,66757.06
2210052,sao-jose-do-divino-pi,2018-2021,741572.13,733020.28,8551.85
2209872,sao-joao-da-fronteira-pi,2014-2017,555600,551040,4560
2209906,sao-joao-da-serra-pi,,872420.5700000001,861034.48,11386.09
2209906,sao-joao-da-serra-pi,2018-2021,484800,477500,7300
2209906,sao-joao-da-serra-pi,2014-2017,871985.1000000001,858905.3200000001,13079.78
2209955,sao-joao-da-varjota-pi,,1782149.13,1729800,52349.13
2209955,sao-joao-da-varjota-pi,2014-2017,249580.94,245850,3730.94
2209971,sao-joao-do-arraial-pi,,2254657.84,2204600,50057.84
2210003,sao-joao-do-piaui-pi,,6230009.699999999,5975326.33,254683.36999999997
2210052,sao-jose-do-divino-pi,,945235.62,906006.3200000001,39229.3
2210052,sao-jose-do-divino-pi,2014-2017,596736,592000,4736
2210102,sao-jose-do-peixe-pi,,1337107.38,1308950,28157.38
2210102,sao-jose-do-peixe-pi,2014-2017,1000000,986200,13800
2210201,sao-jose-do-piaui-pi,,979779.46,938956,40823.46
2210201,sao-jose-do-piaui-pi,2018-2021,242450,238750,3700
2210300,sao-juliao-pi,2018-2021,1912000,1910000,2000
2210201,sao-jose-do-piaui-pi,2014-2017,295595.6,295300,295.6
2210300,sao-juliao-pi,,2292873.4099999997,2241319.25,51554.15999999999
2210359,sao-lourenco-do-piaui-pi,,1313326.1,1258500,54826.1
2210359,sao-lourenco-do-piaui-pi,2014-2017,906100,895790,10310
2210375,sao-luis-do-piaui-pi,,927758,906150,21608
2210375,sao-luis-do-piaui-pi,2014-2017,400113,394200,5913
2210383,sao-miguel-da-baixa-grande-pi,,844546.1799999999,829256,15290.18
2210391,sao-miguel-do-fidalgo-pi,,750955.53,720850,30105.53
2210391,sao-miguel-do-fidalgo-pi,2018-2021,467866.66000000003,460952.38,6914.28
2210391,sao-miguel-do-fidalgo-pi,2014-2017,263649,255740,7909
2210409,sao-miguel-do-tapuio-pi,,4825877.41,4533806,292071.41
2210508,sao-pedro-do-piaui-pi,2018-2021,2229727,2185052,44675
2205201,jaicos-pi,2014-2017,299796.95,295300,4496.95
2210409,sao-miguel-do-tapuio-pi,2014-2017,1395874.62,1374877,20997.62
2210508,sao-pedro-do-piaui-pi,,2040472,1996550,43922
2210508,sao-pedro-do-piaui-pi,2014-2017,509228.43,501590,7638.43
2210607,sao-raimundo-nonato-pi,,3244004.54,3012526,231478.53999999998
2210607,sao-raimundo-nonato-pi,2014-2017,3026122.45,2965600,60522.45
2210623,sebastiao-barros-pi,,2491068,2449396,41672
2210631,sebastiao-leal-pi,,1675348.3399999999,1647962.6400000001,27385.699999999997
2210656,sigefredo-pacheco-pi,,280972.1,275000,5972.1
2210706,simoes-pi,,4071474.5600000005,3934650,136824.56
2210706,simoes-pi,2018-2021,816492.95,806992.95,9500
2211001,teresina-pi,2018-2021,51322651.93999999,50227811.45,1094840.4900000002
2300150,acarape-ce,2018-2021,458395.59,457937.19,458.4
2210706,simoes-pi,2014-2017,299796.95,295300,4496.95
2210805,simplicio-mendes-pi,,3045006.3600000003,2946820.3200000003,98186.04
2210953,tamboril-do-piaui-pi,2018-2021,227457.14,222857.14,4600
2211100,uniao-pi,2018-2021,974719,960019,14700
2210805,simplicio-mendes-pi,2014-2017,1060131.47,1044140,15991.47
2210904,socorro-do-piaui-pi,,552250,545850,6400
2210938,sussuapara-pi,,1053561.5499999998,1006700,46861.549999999996
2210938,sussuapara-pi,2018-2021,467866.67,460952.38,6914.29
2210953,tamboril-do-piaui-pi,,607752.75,587800,19952.75
2211001,teresina-pi,,275829102.84999996,236597816.84000003,39231286.01000003
2211308,valenca-do-piaui-pi,2018-2021,2122300,2101000,21300
2211357,varzea-branca-pi,2018-2021,370000,365714.29,4285.71
2300200,acarau-ce,2018-2021,1154717.62,960019,194698.62
2211001,teresina-pi,2014-2017,716299814.6400001,695924220.07,20375594.569999997
2211100,uniao-pi,,3093975.8200000003,2774762.64,319213.18000000005
2211209,urucui-pi,,1499091.08,1467010.25,32080.829999999998
2211308,valenca-do-piaui-pi,,3477781.9499999997,3333566.64,144215.31
2211357,varzea-branca-pi,,713177.44,687800,25377.440000000002
2211407,varzea-grande-pi,,553892.64,544050,9842.64
2211407,varzea-grande-pi,2018-2021,229757.14,222857.14,6900
2211506,vera-mendes-pi,2018-2021,468700,461607.14,7092.860000000001
2211605,vila-nova-do-piaui-pi,2018-2021,1759358.1400000001,1747458.1400000001,11900
2211704,wall-ferraz-pi,2018-2021,4205903,4197403,8500
2211407,varzea-grande-pi,2014-2017,249593.91,245850,3743.91
2211506,vera-mendes-pi,,420930,413900,7030
2211506,vera-mendes-pi,2014-2017,259700,255740,3960
2211605,vila-nova-do-piaui-pi,,527109.89,512060,15049.89
2211605,vila-nova-do-piaui-pi,2014-2017,1463086.3,1441140,21946.3
2211704,wall-ferraz-pi,,1008696.16,961756.3200000001,46939.84
2300150,acarape-ce,,558047.81,501590,56457.81
2300200,acarau-ce,,4206051.4,4016079.65,189971.75000000003
2300309,acopiara-ce,,2755232.83,2464394.27,290838.56
2300309,acopiara-ce,2018-2021,2127309.06,2110646.39,16662.67
2300309,acopiara-ce,2014-2017,799747.86,738950,60797.86
2300408,aiuaba-ce,,496550,490300,6250
2300408,aiuaba-ce,2018-2021,3970499.1999999997,3957933.44,12565.76
2300408,aiuaba-ce,2014-2017,300000,295300,4700
2300507,alcantaras-ce,,657662.3300000001,617700,39962.33
2300507,alcantaras-ce,2018-2021,1105882.5,1003662,102220.5
2300507,alcantaras-ce,2014-2017,994444.88,936750,57694.880000000005
2300606,altaneira-ce,,1139240.72,1070325.4,68915.32
2300606,altaneira-ce,2014-2017,760514.64,689500,71014.64
2300705,alto-santo-ce,,10560967.139999999,10235663.25,325303.89
2300705,alto-santo-ce,2018-2021,946649.94,945379.19,1270.75
2300754,amontada-ce,,2323339.1799999997,2189550,133789.18
2300804,antonina-do-norte-ce,2018-2021,278679.03,270476.19,8202.84
2300754,amontada-ce,2014-2017,1273946.2999999998,1272671.95,1274.35
2300804,antonina-do-norte-ce,,1540990.3399999999,1452419,88571.34
2300804,antonina-do-norte-ce,2014-2017,554733.22,541150,13583.22
2300903,apuiares-ce,,2458318.46,2392779.9,65538.56
2300903,apuiares-ce,2018-2021,461452.38,460952.38,500
2300903,apuiares-ce,2014-2017,1141144.96,1080372.3,60772.659999999996
2301000,aquiraz-ce,,4116646.13,3806265.52,310380.61
2301000,aquiraz-ce,2018-2021,37706568.1,36037095.620000005,1669472.48
2301901,barbalha-ce,2018-2021,970338.66,898596.74,71741.92
2301000,aquiraz-ce,2014-2017,560776.06,493100,67676.06
2301109,aracati-ce,,2879692.04,2716675.38,163016.65999999997
2301109,aracati-ce,2018-2021,1001814.02,911877.39,89936.63
2301307,araripe-ce,2018-2021,2194644.01,2167850,26794.010000000002
2301109,aracati-ce,2014-2017,1553474.72,1527350,26124.719999999998
2301208,aracoiaba-ce,,3896854.51,3820053,76801.51000000001
2301208,aracoiaba-ce,2018-2021,461462.38,460952.38,510
2301851,banabuiu-ce,2018-2021,284004.3,270476.19,13528.11
2301208,aracoiaba-ce,2014-2017,1738127.33,1598360.34,139766.99
2301257,ararenda-ce,,792240.66,758750,33490.66
2301257,ararenda-ce,2018-2021,558988.1,548934,10054.1
2301307,araripe-ce,,797392.92,738650,58742.92
2301307,araripe-ce,2014-2017,1658963,1610251.94,48711.06
2301406,aratuba-ce,,859858.1399999999,837419.24,22438.9
2301505,arneiroz-ce,,638600,628200,10400
2301505,arneiroz-ce,2018-2021,2383000,2373308.38,9691.619999999999
2301604,assare-ce,2018-2021,5759878.33,5697796.39,62081.94
2301802,baixio-ce,2018-2021,396572.54,384205,12367.54
2301950,barreira-ce,2018-2021,1750000,1727360,22640
2302305,bela-cruz-ce,2018-2021,959004.44,958004.44,1000
2301505,arneiroz-ce,2014-2017,245356.6,245056.6,300
2301604,assare-ce,,1201213.78,1156419,44794.78
2301703,aurora-ce,,4441539.78,4194591.67,246948.11
2301703,aurora-ce,2018-2021,2572923.8400000003,2548988.39,23935.45
2301703,aurora-ce,2014-2017,1008000,987600,20400
2301802,baixio-ce,,2772028.31,2744507.7800000003,27520.530000000002
2301802,baixio-ce,2014-2017,249900.16,245850,4050.16
2301851,banabuiu-ce,,553166.78,540450,12716.779999999999
2302008,barro-ce,2018-2021,1627107.13,1591054.88,36052.25
2301851,banabuiu-ce,2014-2017,254233.53,245850,8383.53
2301901,barbalha-ce,,1790382.75,1463471.32,326911.43
2302206,beberibe-ce,2018-2021,737271.6399999999,699808.38,37463.26
2301901,barbalha-ce,2014-2017,4387660.93,3878314.89,509346.04000000004
2301950,barreira-ce,,3423020.29,3273844.66,149175.62999999998
2302404,boa-viagem-ce,2018-2021,11897729.9,11736743.39,160986.51000000004
2301950,barreira-ce,2014-2017,861066.2100000001,837850,23216.21
2302008,barro-ce,,967900,929750,38150
2302057,barroquinha-ce,,975458.49,935350,40108.49
2302057,barroquinha-ce,2018-2021,962019,960019,2000
2302107,baturite-ce,2018-2021,1055868.67,970178.5700000001,85690.1
2302057,barroquinha-ce,2014-2017,860346.69,837850,22496.69
2302107,baturite-ce,,3692303.07,3595163.14,97139.93000000001
2302206,beberibe-ce,,5497149.8100000005,5442410.0600000005,54739.75
2302206,beberibe-ce,2014-2017,3283175.59,3237137.86,46037.729999999996
2302305,bela-cruz-ce,,2835347.5,2761155,74192.5
2302503,brejo-santo-ce,2018-2021,1619321.1400000001,1617614.1400000001,1707
2302305,bela-cruz-ce,2014-2017,1010000,987600,22400
2302404,boa-viagem-ce,,2557032.1399999997,2479985.6799999997,77046.46
2302404,boa-viagem-ce,2014-2017,1110559.48,1069101.94,41457.54
2302503,brejo-santo-ce,,3103214,3008150,95064
2302602,camocim-ce,,3365882.91,2998250.4,367632.51
2302602,camocim-ce,2018-2021,4299394.51,3643273.7800000003,656120.73
2302602,camocim-ce,2014-2017,3984649.89,3769187,215462.89
2302701,campos-sales-ce,,1251895.77,1205625,46270.770000000004
2302909,capistrano-ce,2018-2021,3705278.9,3677080.48,28198.420000000002
2303204,caririacu-ce,2018-2021,2174000,2127121.52,46878.479999999996
2302701,campos-sales-ce,2014-2017,349915.66,344750,5165.66
2302800,caninde-ce,,1400299.77,1303515,96784.77
2303501,cascavel-ce,2018-2021,695516.31,520304,175212.31
2303956,chorozinho-ce,2018-2021,599896,455938.7,143957.3
2304103,crateus-ce,2018-2021,1517854.48,1470439.73,47414.75
2302800,caninde-ce,2014-2017,660253,640050,20203
2302909,capistrano-ce,,2509423.44,2439820,69603.44
2303402,carnaubal-ce,2018-2021,975219.62,911877.39,63342.23
2302909,capistrano-ce,2014-2017,255417.99,245850,9567.99
2303006,caridade-ce,,531975.99,514913.4,17062.59
2303105,carire-ce,,8381157.609999999,7958925.4,422232.20999999996
2303105,carire-ce,2018-2021,1648745.4100000001,1455215.54,193529.87
2303303,carius-ce,2018-2021,2940642.98,2937252.33,3390.65
2303709,caucaia-ce,2018-2021,383043.96,382277.87,766.09
2303931,choro-ce,2018-2021,2026289.85,1912356,113933.85
2303105,carire-ce,2014-2017,1608161.37,1578200,29961.37
2303204,caririacu-ce,,4737173.17,4591532.78,145640.38999999996
2303204,caririacu-ce,2014-2017,3034111.2,2960000,74111.2
2303303,carius-ce,,8073072.390000001,8044605.390000001,28467
2304236,croata-ce,2018-2021,704887.35,654681.19,50206.159999999996
2303303,carius-ce,2014-2017,1004479.54,986200,18279.54
2303402,carnaubal-ce,,3324080.6600000006,3171767.5,152313.16
2303402,carnaubal-ce,2014-2017,495000,493100,1900
2303501,cascavel-ce,,5003602.43,4752821.8,250780.63000000003
2303600,catarina-ce,,3523477.52,3391177.39,132300.13
2303600,catarina-ce,2018-2021,856033.31,846336.29,9697.02
2304202,crato-ce,2018-2021,4352011.3,4199150.16,152861.14
2303600,catarina-ce,2014-2017,1351594.21,1346989.54,4604.67
2303659,catunda-ce,,1543637.94,1472970.13,70667.81
